"symbol","date","open","high","low","close","volume","adjusted"
"YUM",2015-10-08,48.245865,49.101364,47.699497,48.497482,18215562,42.744453
"YUM",2015-10-09,48.526241,50.62545,48.45435,50.503235,13699264,44.512276
"YUM",2015-10-12,50.682961,51.531273,50.575127,50.927391,9786798,44.886131
"YUM",2015-10-13,50.661396,51.380302,50.201294,50.309132,7161424,44.341198
"YUM",2015-10-14,50,50.38102,49.115746,49.302662,6023447,43.741653
"YUM",2015-10-15,49.590221,49.928108,48.878506,49.798706,6565937,44.181744
"YUM",2015-10-16,51.042416,51.962616,50.158161,51.876347,13515373,46.025047
"YUM",2015-10-19,51.560028,51.682243,51.128685,51.552841,5294981,45.738029
"YUM",2015-10-20,53.932423,54.076202,52.444286,52.501797,21462435,46.579952
"YUM",2015-10-21,52.624012,53.50108,52.185478,52.882816,8563831,46.917992
"YUM",2015-10-22,53.306973,53.637672,52.135155,52.250179,7567875,46.356712
"YUM",2015-10-23,52.803738,52.803738,51.92667,52.40115,5573181,46.490658
"YUM",2015-10-26,52.185478,53.544212,52.171101,53.328541,4950986,47.313446
"YUM",2015-10-27,53.17038,53.32135,52.278934,52.602444,3670710,46.669231
"YUM",2015-10-28,52.624012,53.120056,51.68943,52.458664,5240593,46.541676
"YUM",2015-10-29,52.415527,52.480228,51.912292,52.127964,3230180,46.248283
"YUM",2015-10-30,52.264557,52.264557,50.682961,50.977715,6806024,45.227776
"YUM",2015-11-02,51.301224,51.861969,51.279655,51.639111,4055878,45.814571
"YUM",2015-11-03,51.380302,52.092018,51.329979,51.912292,3707015,46.056938
"YUM",2015-11-04,51.962616,52.099209,51.286842,51.430626,3273579,45.629604
"YUM",2015-11-05,51.516895,51.710999,50.884254,51.164631,3596987,45.393604
"YUM",2015-11-06,50.956146,51.286842,50.682961,51.214954,3502538,45.438244
"YUM",2015-11-09,50.805176,50.805176,49.173256,49.604603,6944568,44.009533
"YUM",2015-11-10,49.482388,49.827461,49.130123,49.432064,4109431,43.856464
"YUM",2015-11-11,49.698059,49.834652,49.0798,49.202011,3746241,43.652351
"YUM",2015-11-12,49.115746,49.223579,47.943924,48.253056,9025782,42.81044
"YUM",2015-11-13,49.870598,50.230049,48.799423,49.942486,11121323,44.309311
"YUM",2015-11-16,49.683681,49.863407,49.029476,49.475197,4785875,43.894726
"YUM",2015-11-17,49.453629,50.359455,49.295471,50.280373,7034426,44.609081
"YUM",2015-11-18,50.323509,51.258087,50.122215,51.128685,6653431,45.361721
"YUM",2015-11-19,51.042416,51.754135,50.869877,51.531273,4422545,45.718895
"YUM",2015-11-20,51.876347,52.724659,51.660675,52.307693,5928998,46.407742
"YUM",2015-11-23,52.343639,52.681522,52.142345,52.25737,3554005,46.363094
"YUM",2015-11-24,51.646297,52.250179,51.488136,52.034508,3045455,46.165363
"YUM",2015-11-25,52.242992,52.40115,52.099209,52.185478,3222808,46.299313
"YUM",2015-11-27,52.25737,52.480228,51.905106,52.451473,2558884,46.535305
"YUM",2015-11-30,52.329262,52.530556,52.063263,52.127964,4477490,46.248283
"YUM",2015-12-01,52.624012,53.774261,52.624012,53.544212,7057517,47.504791
"YUM",2015-12-02,53.55859,54.277496,53.537025,53.882099,4914542,47.804569
"YUM",2015-12-03,53.968369,54.047447,52.422718,52.573689,5513646,46.64373
"YUM",2015-12-04,52.969086,54.938892,52.839684,54.737598,5537710,48.563564
"YUM",2015-12-07,54.586628,55.097054,53.925236,54.931705,5042375,48.735775
"YUM",2015-12-08,54.140907,54.888569,53.292595,54.342201,4190666,48.21278
"YUM",2015-12-09,54.299065,55.017975,52.947521,53.055355,7179507,47.071068
"YUM",2015-12-10,53.199139,53.271027,51.164631,52.616821,9046229,46.682007
"YUM",2015-12-11,52.185478,52.458664,50.992092,51.258087,5428238,45.476521
"YUM",2015-12-14,51.15744,51.531273,50.668583,51.509705,6037496,45.699757
"YUM",2015-12-15,51.912292,52.422718,51.818836,52.199856,6818126,46.312065
"YUM",2015-12-16,52.55212,53.019409,51.826023,52.868439,4412948,46.905239
"YUM",2015-12-17,52.868439,53.206326,51.905106,51.905106,4493765,46.050564
"YUM",2015-12-18,51.646297,51.883537,51.042416,51.646297,6995200,45.82095
"YUM",2015-12-21,51.768513,52.933144,51.768513,52.767792,6713522,46.815945
"YUM",2015-12-22,52.904385,52.947521,51.811646,52.480228,6282312,46.560818
"YUM",2015-12-23,52.573689,53.400433,52.55212,53.285404,4799367,47.275169
"YUM",2015-12-24,53.08411,53.673615,52.969086,53.199139,2128508,47.198624
"YUM",2015-12-28,52.947521,53.163193,52.523365,53.08411,4813834,47.096584
"YUM",2015-12-29,53.328541,53.738319,53.033791,53.371674,3702286,47.351707
"YUM",2015-12-30,53.314163,53.472321,52.990654,53.062546,3076336,47.07745
"YUM",2015-12-31,52.940331,53.127247,52.49461,52.516174,2431607,46.592701
"YUM",2016-01-04,51.272465,51.941051,50.783607,51.912292,4821623,46.056938
"YUM",2016-01-05,52.358017,52.624012,51.265278,51.78289,5273420,45.942135
"YUM",2016-01-06,51.193386,51.746944,50.913013,51.416248,5049330,45.616844
"YUM",2016-01-07,50.186916,50.62545,49.37455,49.662113,11005453,44.060562
"YUM",2016-01-08,49.777138,50.158161,48.864128,48.98634,5996184,43.461018
"YUM",2016-01-11,49.252335,49.561466,48.353703,48.90007,5891859,43.384472
"YUM",2016-01-12,49.295471,50.172539,49.216393,50.014378,4545788,44.373089
"YUM",2016-01-13,50.690151,50.690151,49.439251,49.626167,6756365,44.321716
"YUM",2016-01-14,49.784328,50.503235,48.785046,50.330696,5242123,44.950954
"YUM",2016-01-15,49.065422,49.446442,47.994247,48.231487,9504008,43.076111
"YUM",2016-01-19,48.475918,49.813084,48.418404,49.439251,9644777,44.154793
"YUM",2016-01-20,48.75629,49.266716,47.792953,48.878506,7391218,43.65398
"YUM",2016-01-21,49.115746,50.23724,48.66283,49.575844,5885738,44.276787
"YUM",2016-01-22,49.769951,50.057514,49.367363,49.590221,7474399,44.289627
"YUM",2016-01-25,49.439251,49.827461,48.418404,48.447159,6917026,43.268745
"YUM",2016-01-26,48.835369,50.359455,48.713158,50.230049,4331435,44.861061
"YUM",2016-01-27,49.949677,50.62545,49.633358,49.892162,4056852,44.559296
"YUM",2016-01-28,50.172539,51.121494,49.827461,50.618259,5690303,45.207775
"YUM",2016-01-29,50.833931,52.056076,50.668583,52.027317,6014267,46.466225
"YUM",2016-02-01,51.703812,52.825306,51.380302,52.55212,6805746,46.934937
"YUM",2016-02-02,52.171101,53.105679,51.430626,51.991371,14394207,46.43412
"YUM",2016-02-03,52.185478,52.674335,51.351547,52.084831,14667956,46.517586
"YUM",2016-02-04,51.739758,52.473042,50.38102,51.984184,17138928,46.4277
"YUM",2016-02-05,51.984184,52.221424,49.956867,50.15097,10857033,44.790436
"YUM",2016-02-08,49.396118,49.453629,48.094894,48.475918,6984767,43.29443
"YUM",2016-02-09,47.943924,49.086987,47.721066,47.785767,6272575,42.678043
"YUM",2016-02-10,48.109276,48.878506,47.943924,47.994247,3499617,42.864231
"YUM",2016-02-11,47.26815,47.577282,46.427032,46.901508,4445914,41.888309
"YUM",2016-02-12,47.404743,48.519051,47.232208,48.411217,4039464,43.236645
"YUM",2016-02-16,49.007908,50.265995,49.007908,49.978432,6773753,44.636337
"YUM",2016-02-17,50.359455,51.516895,50.323509,51.186195,6475801,45.715004
"YUM",2016-02-18,50.948959,51.495327,50.589504,51.063984,4097886,45.605865
"YUM",2016-02-19,50.9202,51.028038,50.14378,50.697338,4640376,45.278404
"YUM",2016-02-22,51.265278,51.861969,51.121494,51.732567,7635199,46.20298
"YUM",2016-02-23,51.373112,51.897915,51.042416,51.409058,4782536,45.914051
"YUM",2016-02-24,50.833931,51.538464,49.992809,51.387489,4711734,45.894783
"YUM",2016-02-25,51.624729,51.718189,49.971245,51.01366,6946793,45.560925
"YUM",2016-02-26,51.437817,51.437817,50.639828,51.344357,8354207,45.856274
"YUM",2016-02-29,51.265278,52.746227,51.200577,52.099209,7788348,46.530434
"YUM",2016-03-01,52.40115,55.132999,52.336449,54.773544,9650480,48.918903
"YUM",2016-03-02,54.507549,54.730412,53.817398,54.212795,3719534,48.418106
"YUM",2016-03-03,54.299065,54.95327,53.853344,54.917328,2946555,49.047325
"YUM",2016-03-04,54.917328,56.362328,54.57225,56.11071,6650232,50.11314
"YUM",2016-03-07,55.715313,56.376705,55.248024,56.11071,4712430,50.11314
"YUM",2016-03-08,55.643421,55.909416,55.089863,55.125809,4995081,49.233528
"YUM",2016-03-09,55.42775,55.81596,54.651329,54.852623,3592397,48.989536
"YUM",2016-03-10,55.204887,55.693745,54.270309,55.183323,3424364,49.284897
"YUM",2016-03-11,55.470882,55.923798,55.19051,55.909416,2512424,49.933372
"YUM",2016-03-14,55.844715,55.895039,55.298347,55.751259,3647480,49.792126
"YUM",2016-03-15,55.679367,56.923077,55.542774,56.240116,4069510,50.228729
"YUM",2016-03-16,55.96693,56.793674,55.96693,56.542057,3322404,50.498405
"YUM",2016-03-17,56.642704,57.124371,56.161034,56.642704,3089133,50.588284
"YUM",2016-03-18,56.793674,56.82962,56.218548,56.297626,6928154,50.28009
"YUM",2016-03-21,56.398273,57.239395,56.333572,57.102802,5257424,50.999207
"YUM",2016-03-22,56.621136,57.145939,56.549244,56.779297,2783947,50.710278
"YUM",2016-03-23,56.865562,58.590942,56.161034,57.907982,9057775,51.718327
"YUM",2016-03-24,57.59166,57.59166,56.728973,57.045292,4167297,50.947838
"YUM",2016-03-28,57.419125,57.562904,57.066856,57.368797,2142836,51.236767
"YUM",2016-03-29,57.318478,57.951115,57.203449,57.922359,2922769,51.731163
"YUM",2016-03-30,58.360889,59.180447,58.07333,59.130123,5034029,52.809826
"YUM",2016-03-31,59.166069,59.396118,58.526241,58.84256,3889375,52.552998
"YUM",2016-04-01,58.145218,59.52552,58.030193,59.144501,3147277,52.822666
"YUM",2016-04-04,59.281094,59.309849,58.45435,58.878506,2851828,52.585102
"YUM",2016-04-05,58.878506,59.245148,58.245865,58.641266,2519101,52.373222
"YUM",2016-04-06,58.569374,58.885693,58.231487,58.871315,2212525,52.578682
"YUM",2016-04-07,58.691589,59.13731,58.07333,58.425594,2883682,52.180603
"YUM",2016-04-08,58.727535,59.331417,58.569374,59.194824,4167714,52.867611
"YUM",2016-04-11,59.28828,59.453629,58.698776,58.806614,2807594,52.520905
"YUM",2016-04-12,58.691589,59.187634,58.030193,58.98634,5292755,52.681416
"YUM",2016-04-13,58.080517,59.058231,58.044571,59.058231,4137112,53.043007
"YUM",2016-04-14,58.892883,59.259525,58.634075,59.237957,3354118,53.20443
"YUM",2016-04-15,59.13731,59.216393,58.547806,58.835369,3356344,52.842838
"YUM",2016-04-18,58.921638,59.417686,58.60532,59.388927,3471797,53.340004
"YUM",2016-04-19,58.576565,59.503956,57.728252,59.043854,6371058,53.030087
"YUM",2016-04-20,59.309849,59.971245,58.705967,59.331417,6565798,53.288361
"YUM",2016-04-21,59.331417,61.675053,58.058949,58.734722,18525060,52.752438
"YUM",2016-04-22,58.741913,59.058231,57.929546,58.36808,4395977,52.423138
"YUM",2016-04-25,58.360889,58.497482,57.97987,58.490295,4138642,52.532909
"YUM",2016-04-26,58.590942,59.000717,58.483105,58.979153,4294295,52.971977
"YUM",2016-04-27,58.770668,58.914452,57.994247,58.583752,3223643,52.616844
"YUM",2016-04-28,58.2243,58.504673,57.706684,57.828899,1965483,51.938873
"YUM",2016-04-29,57.792953,57.792953,56.82962,57.196262,3140461,51.370674
"YUM",2016-05-02,57.641983,58.317757,57.541336,58.209923,2524109,52.281086
"YUM",2016-05-03,57.951115,58.102085,57.203449,57.311287,2089560,51.473988
"YUM",2016-05-04,56.9734,58.094894,56.937454,57.97987,3604081,52.074471
"YUM",2016-05-05,57.936737,58.332134,57.519772,58.116463,3723151,52.197151
"YUM",2016-05-06,57.915169,58.274624,57.239395,58.202732,4404323,52.274632
"YUM",2016-05-09,58.253056,59.130123,58.094894,58.864128,2167039,52.86866
"YUM",2016-05-10,59.043854,59.70525,58.670021,59.597412,2511729,53.52726
"YUM",2016-05-11,59.252335,59.259525,57.943924,58.008629,2816636,52.1003
"YUM",2016-05-12,58.375271,58.950394,58.152409,58.641266,2395998,52.66851
"YUM",2016-05-13,58.432781,58.547806,57.677929,57.728252,2733871,51.848484
"YUM",2016-05-16,57.663551,58.619698,57.570091,58.411217,2373602,52.461884
"YUM",2016-05-17,58.418404,58.892883,57.972683,58.21711,2932645,52.287548
"YUM",2016-05-18,58.094894,58.094894,57.289719,57.634796,2654306,51.764538
"YUM",2016-05-19,57.50539,57.677929,56.951832,57.562904,2774767,51.69997
"YUM",2016-05-20,57.570091,58.21711,56.815243,57.225018,7525171,51.3965
"YUM",2016-05-23,57.325665,57.641983,56.312008,57.498203,4865023,51.641869
"YUM",2016-05-24,57.857655,59.273903,57.857655,59.043854,5034585,53.030087
"YUM",2016-05-25,59.0798,59.640545,58.734722,59.381741,6502925,53.333557
"YUM",2016-05-26,59.568657,59.971245,59.144501,59.273903,3582799,53.236702
"YUM",2016-05-27,59.331417,59.683681,59.115746,59.37455,2552207,53.327099
"YUM",2016-05-31,59.130123,59.381741,58.84256,59.015099,6090354,53.004257
"YUM",2016-06-01,58.66283,59.597412,58.562183,59.259525,3609923,53.223793
"YUM",2016-06-02,59.151688,59.496765,58.634075,59.281094,2827903,53.243164
"YUM",2016-06-03,59.115746,59.568657,58.835369,59.388927,1848083,53.340004
"YUM",2016-06-06,59.439251,60.014378,59.245148,59.805897,2479040,53.714508
"YUM",2016-06-07,59.669304,60.567936,59.669304,60.129402,4047810,54.00507
"YUM",2016-06-08,60.028755,60.589504,59.813084,60.524803,3100678,54.360199
"YUM",2016-06-09,60.230049,60.62545,60.179726,60.194103,3514222,54.063187
"YUM",2016-06-10,59.813084,59.992809,59.144501,59.309849,3297644,53.268982
"YUM",2016-06-13,59.187634,60.028755,59.007908,59.360172,4552604,53.31419
"YUM",2016-06-14,59.194824,59.561466,58.950394,59.302662,3917612,53.262524
"YUM",2016-06-15,59.568657,60.122215,59.496765,59.539898,3704511,53.475594
"YUM",2016-06-16,59.187634,59.676491,58.705967,59.61179,3736365,53.540173
"YUM",2016-06-17,59.46801,60.136593,59.302662,60.064701,4619372,53.946949
"YUM",2016-06-20,60.754852,61.351547,60.409779,60.424156,4058382,54.269798
"YUM",2016-06-21,60.733284,60.783607,60.301941,60.596691,2987033,54.424767
"YUM",2016-06-22,60.560749,60.704529,60.309132,60.309132,2797301,54.166496
"YUM",2016-06-23,60.812366,61.768513,60.783607,61.754135,3781155,55.46431
"YUM",2016-06-24,59.76276,60.424156,58.648453,59.058231,6810892,53.043007
"YUM",2016-06-27,58.13084,58.461536,56.894321,57.030914,5675836,51.222172
"YUM",2016-06-28,57.440689,58.375271,57.282532,58.375271,6699056,52.4296
"YUM",2016-06-29,58.957584,59.539898,58.648453,59.410496,4210557,53.359383
"YUM",2016-06-30,59.410496,59.626167,58.806614,59.61179,5201505,53.540173
"YUM",2016-07-01,59.633358,60.409779,59.396118,60.050323,2548173,53.934052
"YUM",2016-07-05,59.884975,60.323509,59.597412,59.698059,3534670,53.617649
"YUM",2016-07-06,60.007191,60.618259,59.647736,60.510426,4323089,54.347282
"YUM",2016-07-07,60.603882,60.941769,60.366642,60.611073,4921497,54.437679
"YUM",2016-07-08,61.107117,62.113586,61.00647,61.653488,5619918,55.373936
"YUM",2016-07-11,61.754135,62.25737,61.495327,62.142345,4482080,55.812992
"YUM",2016-07-12,62.480228,62.832497,61.854782,61.991371,6801851,55.677391
"YUM",2016-07-13,61.574406,62.012939,61.150253,61.639111,8687491,55.657917
"YUM",2016-07-14,64.737602,65.132996,63.163193,63.457943,14672407,57.300251
"YUM",2016-07-15,63.623295,63.824589,62.875629,62.897198,5880453,56.79393
"YUM",2016-07-18,63.048168,63.235085,62.523365,62.976276,4915933,56.865334
"YUM",2016-07-19,62.688713,63.278217,62.688713,62.947521,3152562,56.839367
"YUM",2016-07-20,63.26384,63.515457,63.08411,63.17038,2033781,57.040596
"YUM",2016-07-21,62.925953,63.357296,62.73185,63.191948,2784921,57.06007
"YUM",2016-07-22,63.285404,64.95327,63.285404,64.773544,5673750,58.488201
"YUM",2016-07-25,64.651329,64.974838,64.529114,64.946083,3542460,58.643997
"YUM",2016-07-26,64.255928,64.787926,63.88929,64.162476,5646347,57.936432
"YUM",2016-07-27,64.205605,64.629761,64.04026,64.500359,5351733,58.241531
"YUM",2016-07-28,64.47879,65.097054,64.428467,64.888573,3240195,58.59206
"YUM",2016-07-29,64.766357,64.960457,64.198418,64.284683,2924995,58.046772
"YUM",2016-08-01,64.13372,64.651329,64.033073,64.284683,3333671,58.046772
"YUM",2016-08-02,64.198418,64.241554,63.033791,63.486698,3226981,57.326225
"YUM",2016-08-03,63.400433,63.544212,63.098492,63.529835,2571681,57.36517
"YUM",2016-08-04,63.457943,63.874908,63.227894,63.565781,2495871,57.397625
"YUM",2016-08-05,63.846153,64.176849,63.695183,63.79583,2418532,57.60535
"YUM",2016-08-08,63.968369,64.112152,63.666428,64.047447,4308344,57.832561
"YUM",2016-08-09,63.910854,64.593819,63.910854,64.011505,2908164,57.800102
"YUM",2016-08-10,64.126526,64.335014,63.537025,63.594536,3588085,57.423603
"YUM",2016-08-11,63.882099,64.960457,63.882099,64.687279,3499478,58.410309
"YUM",2016-08-12,64.392525,65.190514,64.277496,64.672897,3141574,58.39732
"YUM",2016-08-15,64.651329,65.082672,64.593819,64.658516,1936689,58.384331
"YUM",2016-08-16,64.42128,64.931702,64.36377,64.557869,2305861,58.293461
"YUM",2016-08-17,64.450035,64.737602,64.162476,64.615387,2467495,58.34539
"YUM",2016-08-18,64.615387,65.33429,64.543495,65.248024,2912059,58.916634
"YUM",2016-08-19,65.032349,65.111427,64.176849,64.205605,3504485,57.975376
"YUM",2016-08-22,64.205605,64.658516,64.054634,64.557869,2520770,58.293461
"YUM",2016-08-23,64.701653,65.276779,64.636955,64.917328,2385982,58.618038
"YUM",2016-08-24,64.852623,65.154564,64.42128,64.521927,2829990,58.260998
"YUM",2016-08-25,64.500359,64.917328,64.349388,64.658516,3396405,58.384331
"YUM",2016-08-26,64.680084,65.305534,64.241554,64.36377,3377765,58.118187
"YUM",2016-08-29,64.629761,65.370239,64.47879,65.248024,2503522,58.916634
"YUM",2016-08-30,65.262398,65.528397,65.032349,65.262398,3057140,58.929619
"YUM",2016-08-31,65.025162,65.413368,64.931702,65.212074,2861009,58.884178
"YUM",2016-09-01,65.118622,65.442131,65.017975,65.248024,2468051,58.916634
"YUM",2016-09-02,65.679367,66.132278,65.449318,65.607475,4871421,59.241211
"YUM",2016-09-06,65.844719,66.096336,65.449318,65.600288,6717695,59.234718
"YUM",2016-09-07,65.456505,65.499641,64.838249,65.132996,5782109,58.812767
"YUM",2016-09-08,64.723221,64.838249,63.867722,63.903667,4866274,57.702728
"YUM",2016-09-09,63.572968,63.572968,62.523365,62.523365,5182866,56.456371
"YUM",2016-09-12,62.386772,63.860531,62.31488,63.738319,5167565,57.553425
"YUM",2016-09-13,63.26384,63.278217,62.199856,62.336449,4146571,56.287598
"YUM",2016-09-14,62.336449,62.933144,62.214233,62.49461,3174540,56.430405
"YUM",2016-09-15,62.386772,63.220703,62.012939,63.112869,4228501,56.988667
"YUM",2016-09-16,62.796551,63.314163,62.602444,63.292595,11726130,57.150959
"YUM",2016-09-19,63.608913,63.860531,63.350109,63.544212,2848768,57.378155
"YUM",2016-09-20,63.695183,64.061829,63.522648,63.846153,2404900,57.650791
"YUM",2016-09-21,63.910854,64.557869,63.903667,64.435661,2350373,58.183102
"YUM",2016-09-22,64.89576,65.291161,64.766357,65.039543,2459010,58.728386
"YUM",2016-09-23,64.442848,65.33429,64.406898,65.161751,3033493,58.838741
"YUM",2016-09-26,64.85981,65.025162,64.32782,64.356575,4945979,58.111698
"YUM",2016-09-27,64.529114,64.924515,64.162476,64.601006,4640654,58.332405
"YUM",2016-09-28,64.622574,64.917328,64.342201,64.85981,3363855,58.56609
"YUM",2016-09-29,64.881378,65.305534,64.457222,64.565063,3090663,58.299946
"YUM",2016-09-30,64.615387,65.780014,64.586632,65.283966,5022623,58.949097
"YUM",2016-10-03,65.283966,65.621857,65.075485,65.363045,4435899,59.0205
"YUM",2016-10-04,65.549965,66.067574,64.867004,64.902946,5586395,58.605042
"YUM",2016-10-05,65.089867,65.212074,63.486698,63.70956,12595505,57.527454
"YUM",2016-10-06,62.508987,63.105679,62.185478,62.861252,12005999,56.761459
"YUM",2016-10-07,63.055355,63.256649,62.652767,63.062546,8699870,56.943226
"YUM",2016-10-10,63.299786,63.637672,62.782169,62.825306,6934970,56.729012
"YUM",2016-10-11,65.01078,65.190514,63.393242,63.443565,9024252,57.287285
"YUM",2016-10-12,63.616104,64.42128,63.17757,63.939613,6179657,57.735191
"YUM",2016-10-13,63.666428,64.723221,63.522648,64.248741,5816467,58.014324
"YUM",2016-10-14,64.586632,64.737602,64.112152,64.112152,6668732,57.89098
"YUM",2016-10-17,63.630482,63.767075,62.293316,62.350826,6430454,56.624397
"YUM",2016-10-18,62.861252,62.875629,61.941051,61.941051,4373443,56.252258
"YUM",2016-10-19,62.379581,62.882816,62.063263,62.717468,5096346,56.957359
"YUM",2016-10-20,62.350826,62.501797,61.919483,61.969807,3446759,56.278366
"YUM",2016-10-21,61.854782,62.652767,61.826023,62.523365,9168498,56.781082
"YUM",2016-10-24,62.566498,63.26384,62.49461,63.120056,4859459,57.322979
"YUM",2016-10-25,62.199856,62.63839,61.509705,61.63192,4122507,55.971516
"YUM",2016-10-26,61.423435,61.746944,61.272465,61.63192,3146303,55.971516
"YUM",2016-10-27,61.854782,61.883537,61.229332,61.365925,3130306,55.72995
"YUM",2016-10-28,61.322788,61.768513,61.164631,61.624729,2913032,55.964977
"YUM",2016-10-31,62.063263,62.070454,61.524082,62.027317,5419197,56.330593
"YUM",2016-11-01,62.209999,62.630001,60.580002,60.689999,12111800,55.116096
"YUM",2016-11-02,60.669998,60.68,59.619999,59.700001,10132900,54.21703
"YUM",2016-11-03,59.889999,60.450001,59.73,60.150002,7187800,54.625698
"YUM",2016-11-04,60.18,60.25,59.57,59.810001,4125200,54.316933
"YUM",2016-11-07,60.650002,62.040001,60.23,62.009998,4963100,56.314861
"YUM",2016-11-08,62.080002,62.200001,61.650002,62,4932500,56.30579
"YUM",2016-11-09,61.02,62.099998,60.759998,61.869999,4187600,56.187733
"YUM",2016-11-10,61.720001,62.099998,61.27,61.34,6740300,55.706402
"YUM",2016-11-11,61.220001,61.299999,60.619999,60.700001,5618900,55.125172
"YUM",2016-11-14,61.099998,61.450001,60.639999,60.700001,3699300,55.125172
"YUM",2016-11-15,60.779999,60.939999,60.369999,60.700001,4151900,55.125172
"YUM",2016-11-16,60.490002,60.75,60.34,60.400002,4928000,54.852734
"YUM",2016-11-17,60.560001,60.919998,60.369999,60.759998,2884200,55.179665
"YUM",2016-11-18,61.830002,62.450001,61.380001,62.360001,4719500,56.632713
"YUM",2016-11-21,62.330002,62.369999,61.880001,62,2934300,56.30579
"YUM",2016-11-22,62.02,62.84,62,62.73,2545400,56.968735
"YUM",2016-11-23,62.48,63.209999,62.48,63.150002,1979300,57.350182
"YUM",2016-11-25,63.130001,63.450001,62.970001,63.34,872000,57.522717
"YUM",2016-11-28,63.080002,63.669998,62.77,63.110001,3501800,57.313843
"YUM",2016-11-29,63.16,63.880001,63.16,63.540001,3167300,57.704342
"YUM",2016-11-30,63.540001,63.689999,63.200001,63.389999,4875800,57.568123
"YUM",2016-12-01,63.439999,63.540001,62.540001,62.689999,3354100,56.932411
"YUM",2016-12-02,62.509998,62.740002,62.32,62.419998,2047800,56.68721
"YUM",2016-12-05,62.59,63.349998,62.560001,63.060001,2280900,57.268429
"YUM",2016-12-06,63.060001,63.509998,62.939999,63.459999,2884000,57.631695
"YUM",2016-12-07,63.419998,64.480003,63.349998,64.440002,2655000,58.521698
"YUM",2016-12-08,64.489998,64.809998,64.239998,64.360001,2033800,58.449039
"YUM",2016-12-09,64.339996,64.529999,63.959999,64.489998,2395000,58.567089
"YUM",2016-12-12,64.339996,64.989998,64.089996,64.739998,2275400,58.794136
"YUM",2016-12-13,64.82,65.32,64.599998,64.620003,2007300,58.685169
"YUM",2016-12-14,64.690002,64.769997,63.799999,63.880001,2695100,58.01313
"YUM",2016-12-15,63.580002,64.120003,63.389999,63.810001,2583300,57.949562
"YUM",2016-12-16,64.080002,64.470001,63.669998,64.25,3392700,58.349136
"YUM",2016-12-19,64.209999,64.440002,64.010002,64.040001,1540600,58.15844
"YUM",2016-12-20,64.110001,64.489998,64,64.220001,1679500,58.321896
"YUM",2016-12-21,64.120003,64.559998,64.050003,64.190002,1095500,58.294636
"YUM",2016-12-22,64.029999,64.25,63.75,64.050003,1513200,58.167515
"YUM",2016-12-23,63.869999,64.010002,63.599998,63.810001,1300700,57.949562
"YUM",2016-12-27,64.010002,64.489998,63.869999,64.029999,1402900,58.149345
"YUM",2016-12-28,64.059998,64.25,63.619999,63.720001,1820200,57.867817
"YUM",2016-12-29,63.560001,63.939999,63.529999,63.630001,1421400,57.786087
"YUM",2016-12-30,63.93,63.939999,63.16,63.330002,1887100,57.513649
"YUM",2017-01-03,63.560001,63.790001,62.82,63.209999,4793400,57.404659
"YUM",2017-01-04,63.150002,63.799999,63.07,63.439999,2835200,57.613537
"YUM",2017-01-05,63.349998,63.77,63.18,63.650002,4040000,57.804249
"YUM",2017-01-06,63.650002,64.830002,63.380001,64.419998,2863800,58.503536
"YUM",2017-01-09,64.379997,64.849998,64.330002,64.599998,1944200,58.666992
"YUM",2017-01-10,64.760002,65.18,64.660004,64.980003,2560700,59.012108
"YUM",2017-01-11,64.480003,64.720001,64.230003,64.489998,1268000,58.838741
"YUM",2017-01-12,64.260002,64.809998,64.160004,64.660004,1049900,58.993858
"YUM",2017-01-13,64.699997,64.889999,64.419998,64.660004,1557700,58.993858
"YUM",2017-01-17,64.260002,64.690002,63.970001,64.169998,1596000,58.546783
"YUM",2017-01-18,64.440002,64.550003,64.019997,64.360001,1632700,58.720139
"YUM",2017-01-19,64.610001,64.639999,63.830002,64.029999,1551300,58.419052
"YUM",2017-01-20,64.199997,64.669998,64.050003,64.580002,2153900,58.920868
"YUM",2017-01-23,64.330002,64.489998,62.360001,64.410004,3505900,58.765762
"YUM",2017-01-24,64.620003,65.43,64.620003,65.330002,1931500,59.605141
"YUM",2017-01-25,65.57,66.209999,65.5,65.599998,2818900,59.851475
"YUM",2017-01-26,65.580002,65.790001,65.290001,65.300003,2157300,59.57777
"YUM",2017-01-27,65.160004,65.949997,64.900002,65.900002,1982000,60.125198
"YUM",2017-01-30,65.830002,65.93,65.050003,65.68,1841200,59.924465
"YUM",2017-01-31,65.669998,65.93,65.110001,65.529999,3254300,59.787609
"YUM",2017-02-01,65.480003,65.75,64.800003,64.870003,2028100,59.185452
"YUM",2017-02-02,64.919998,65.849998,64.690002,65.669998,1554700,59.91534
"YUM",2017-02-03,66.010002,66.529999,65.839996,66.230003,1858700,60.426277
"YUM",2017-02-06,66.040001,66.470001,66.010002,66.300003,1235900,60.490139
"YUM",2017-02-07,66.480003,66.879997,66.389999,66.489998,1495900,60.663486
"YUM",2017-02-08,66.43,66.800003,66.300003,66.589996,2477900,60.754726
"YUM",2017-02-09,66.589996,67.989998,66.019997,67.389999,2985400,61.484634
"YUM",2017-02-10,67.360001,68.269997,67.080002,68,3190600,62.041164
"YUM",2017-02-13,68.139999,68.980003,67.790001,68.110001,4407200,62.141514
"YUM",2017-02-14,68.25,68.699997,68.120003,68.580002,1946000,62.570347
"YUM",2017-02-15,68.339996,68.940002,68.230003,68.650002,1590300,62.63419
